10.0663	Seq: 1	ACK: 1	time: 10034	echo: 10017
10.1066	Seq: 15001	ACK: 1	time: 10083	echo: 10066
10.1076	Seq: 16501	ACK: 1	time: 10083	echo: 10066
10.1434	Seq: 18001	ACK: 1	time: 10123	echo: 10106
10.144	Seq: 19501	ACK: 1	time: 10124	echo: 10107
10.1782	Seq: 1501	ACK: 1	time: 10160	echo: 10143
10.1787	Seq: 3001	ACK: 1	time: 10160	echo: 10143
10.213	Seq: 4501	ACK: 1	time: 10195	echo: 10178
10.2135	Seq: 6001	ACK: 1	time: 10195	echo: 10178
10.2488	Seq: 7501	ACK: 1	time: 10230	echo: 10212
10.2493	Seq: 9001	ACK: 1	time: 10230	echo: 10213
10.2841	Seq: 10501	ACK: 1	time: 10265	echo: 10248
10.2846	Seq: 12001	ACK: 1	time: 10266	echo: 10249
10.3215	Seq: 13501	ACK: 1	time: 10301	echo: 10284
10.322	Seq: 21001	ACK: 1	time: 10301	echo: 10284
10.3563	Seq: 22501	ACK: 1	time: 10338	echo: 10321
10.3568	Seq: 24001	ACK: 1	time: 10338	echo: 10321
10.3911	Seq: 25501	ACK: 1	time: 10373	echo: 10356
10.3916	Seq: 27001	ACK: 1	time: 10373	echo: 10356
10.4274	Seq: 28501	ACK: 1	time: 10408	echo: 10391
10.4279	Seq: 30001	ACK: 1	time: 10408	echo: 10391
10.4673	Seq: 31501	ACK: 1	time: 10444	echo: 10427
10.4679	Seq: 33001	ACK: 1	time: 10444	echo: 10427
10.4684	Seq: 34501	ACK: 1	time: 10444	echo: 10427
10.5104	Seq: 36001	ACK: 1	time: 10484	echo: 10467
10.5109	Seq: 37501	ACK: 1	time: 10484	echo: 10467
10.5115	Seq: 39001	ACK: 1	time: 10485	echo: 10468
10.512	Seq: 40501	ACK: 1	time: 10485	echo: 10468
10.5587	Seq: 42001	ACK: 1	time: 10527	echo: 10510
10.5593	Seq: 43501	ACK: 1	time: 10527	echo: 10510
10.5598	Seq: 45001	ACK: 1	time: 10529	echo: 10511
